UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,F1MHOP,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1FHA,XF1H01,F1H01,XF1H02,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07   
248606,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",363848,"R",73171,"R",108035,"R",0,"R",0,"R",0,"A",,"A",,"R",158898,"A",,"R",0,"R",703952,"R",0,"R",750148,"R",12446020,"R",568706,"R",0,"R",0,"R",0,"R",51885,"R",0,"R",13816759,"R",14520711,"A",,"A",,"A",,"R",0,"R",0,"R",14520711,"R",3563332,"R",2114981,"R",0,"R",0,"R",0,"R",0,"R",1820085,"R",1213095,"R",1236061,"R",863211,"R",1978543,"R",989543,"R",511503,"A",,"A",,"A",,"A",,"A",,"A",,"R",4654217,"R",2072818,"R",13763741,"R",7253648,"R",2032295,"R",1673243,"R",1377244,"R",300044,"R",1127267,1 ,"R",1894051,"R",18792759,"R",11177460,"R",6099499,1 ,"R",74734,"R",-465374,"R",341054,"R",77993,"R",568706,"R",11519,"R",18320,"R",0,"R",170521,"R",171437,"R",940503,"R",429000,"R",0,"R",429000,"R",511503,"R",144116,"R",144116,"R",0,"R",15359,"R",15359,"R",0,"R",18320,"R",18320,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",251205,"R",251205,"R",0,-2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
248624,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",245978,"R",263399,"R",1150196,"Z",0,"Z",0,"Z",0,"A",,"A",,"Z",0,"A",,"R",0,"R",1659573,"Z",0,"R",795449,"Z",0,"R",1578335,"Z",0,"Z",0,"R",4858940,"Z",0,"R",643224,"R",7875948,"R",9535521,"A",,"A",,"A",,"R",0,"R",0,"R",9535521,"R",5184962,"R",2294286,"Z",0,"Z",0,"Z",0,"Z",0,"R",556998,"R",185375,"R",349080,"R",229323,"R",698137,"R",269854,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",1726640,"R",325778,"R",8515817,"R",3304616,"R",1893883,"R",456123,"R",257689,"R",90150,"R",2513356,1 ,"R",450000,"R",8418400,"R",1606000,"R",1929900,1 ,"R",169261,"R",2017050,"R",356026,"R",424396,"R",574427,"R",618894,"R",0,"R",0,"R",0,"R",0,"R",1193321,"R",1193321,"R",0,"R",1193321,"R",0,"R",574427,"R",574427,"R",0,"R",618894,"R",618894,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,-2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
248633,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",546903,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"R",0,"R",546903,"R",0,"R",163032,"R",6598,"R",347087,"R",0,"R",0,"R",34969,"R",546,"R",0,"R",552232,"R",1099135,"A",,"A",,"A",,"R",0,"R",0,"R",1099135,"R",578836,"R",292266,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",275499,"R",119343,"R",68306,"A",,"A",,"A",,"A",,"A",,"A",,"R",407418,"R",0,"R",1330059,"R",411609,"R",307657,"R",31171,"R",0,"R",0,"R",579622,1 ,"R",145727,"R",10469466,"R",1854305,"R",2024664,1 ,"R",51450,"R",935022,"R",240555,"R",186587,"R",136846,"R",0,"R",68306,"R",0,"R",0,"R",0,"R",205152,"R",136846,"R",0,"R",136846,"R",68306,"R",136846,"R",136846,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,-2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
248925,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",772026,"R",0,"R",0,"R",98133,"R",25000,"R",73133,"A",,"A",,"R",53360,"A",,"R",184559,"R",1108078,"R",0,"R",5313610,"R",0,"R",4217786,"R",3039811,"R",0,"R",50,"R",1139,"R",344997,"R",12917393,"R",14025471,"A",,"A",,"A",,"R",609558,"R",609558,"R",14635029,"R",6905708,"R",3542567,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",497270,"R",266908,"R",1858115,"R",718930,"R",2951845,"A",,"A",,"A",,"A",,"A",,"A",,"R",154190,"R",3400,"R",12367128,"R",4531805,"R",1071994,"R",1319109,"R",393720,"R",0,"R",5050500,1 ,"R",-15291,"R",-809185,"R",2718597,"R",1602188,1 ,"R",-6857,"R",372965,"R",313267,"R",172565,"R",1595147,"R",1729149,"R",1480373,"R",0,"R",1050,"R",105674,"R",4911393,"R",1861668,"R",97880,"R",1959548,"R",2951845,"R",636432,"R",604642,"R",31790,"R",689896,"R",655435,"R",34461,"R",590640,"R",561137,"R",29503,"R",0,"R",0,"R",0,"R",419,"R",398,"R",21,"R",42161,"R",40056,"R",2105,-2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
250993,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",351866,"R",318317,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",51785,"A",,"R",0,"R",721968,"R",0,"R",630904,"R",1379700,"R",318317,"R",0,"R",0,"R",0,"R",3188,"R",0,"R",2332109,"R",3054077,"A",,"A",,"A",,"R",0,"R",0,"R",3054077,"R",998846,"R",593290,"R",0,"R",0,"R",0,"R",0,"R",13945,"R",0,"R",260892,"R",121853,"R",690952,"R",333733,"R",113220,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",2077855,"R",1048876,"R",369309,"R",295376,"R",247738,"R",0,"R",116556,1 ,"R",-4156949,"R",4156949,"R",2458345,"R",1699574,2 ,"A",,"A",,"A",,"A",,"R",318317,"R",0,"R",15850,"R",0,"R",97370,"R",0,"R",431537,"R",89906,"R",228411,"R",318317,"R",113220,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",318317,"R",89906,"R",228411,-2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
251260,"R",31225975,"R",101739755,"R",0,"R",101739755,"R",132965730,"R",9852143,"R",2255074,"R",11253890,"R",13508964,"R",20265000,"R",28411563,"R",48676563,"R",62185527,"R",13650622,"R",78753492,"R",1026298,"R",0,"R",-12798066,"R",66981724,"R",1159258,"R",7179599,"R",128567365,"R",12664806,"R",120180,"R",149691208,"R",48317609,"R",0,"R",366156,"R",49201700,"R",43661651,"R",5540049,"R",61441674,"R",1,"R",66981724,"R",10086985,"R",5636875,"R",947421,"R",738297,"R",0,"R",738297,"R",424480,"A",,"R",63748,"A",,"R",449756,"R",18347562,"R",0,"R",19217529,"R",0,"R",10127234,"R",0,"R",0,"R",76070,"R",65104,"R",1368201,"R",30854138,"R",49201700,"R",0,"R",0,"R",0,"R",0,"R",0,"R",49201700,"R",16763590,"R",9622579,"Z",0,"R",0,"R",0,"R",0,"R",5764529,"R",1787692,"R",4604365,"R",2591135,"R",5857150,"R",1425587,"R",7165697,"R",1140081,"R",339540,"A",,"A",,"A",,"A",,"R",2366239,"R",0,"R",43661651,"R",15766533,"R",4370427,"R",5075887,"R",3697564,"R",818800,"R",13932440,1 ,"R",1683000,"R",19013000,"R",6040000,"R",5548375,1 ,"R",-490128,"R",8269640,"R",7610622,"R",4303768,"R",7420632,"R",116570,"R",315614,"R",0,"R",0,"R",7000867,"R",14853683,"R",7270319,"R",417667,"R",7687986,"R",7165697,"R",7270319,"R",6872266,"R",398053,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",417667,"R",398053,"R",19614,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5540049,"R",49201700,"R",5540049,"R",66981723,"R",11771769,"R",22520074,"R",43661651
260336,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",57124,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"R",650,"R",57774,"R",482161,"R",0,"R",0,"R",120707,"R",28333,"R",0,"R",0,"R",0,"R",0,"R",631201,"R",688975,"A",,"A",,"A",,"R",70734,"R",70734,"R",759709,"R",463595,"R",211881,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",993,"A",,"A",,"A",,"A",,"A",,"A",,"R",397968,"R",0,"R",862556,"R",211881,"R",62155,"R",0,"R",0,"R",0,"R",588520,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",99555,"R",0,"R",0,"R",0,"R",0,"R",0,"R",99555,"R",98562,"R",0,"R",98562,"R",993,"R",98562,"R",98562,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,-2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
260363,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",232100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"R",0,"R",232100,"R",0,"R",0,"R",0,"R",57504,"R",48158,"R",0,"R",0,"R",0,"R",0,"R",105662,"R",337762,"A",,"A",,"A",,"R",18483,"R",18483,"R",356245,"R",162975,"R",162975,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1800,"R",1800,"R",74030,"R",74030,"R",29592,"A",,"A",,"A",,"A",,"A",,"A",,"R",118641,"R",13807,"R",387038,"R",252612,"R",113868,"R",2000,"R",0,"R",0,"R",18558,1 ,"R",83208,"R",238143,"R",285921,"R",184604,2 ,"A",,"A",,"A",,"A",,"R",54504,"R",0,"R",41908,"R",0,"R",0,"R",0,"R",96412,"R",66820,"R",0,"R",66820,"R",29592,"R",24504,"R",24504,"R",0,"R",0,"R",0,"R",0,"R",41908,"R",41908,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",408,"R",408,"R",0,-2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
260372,"R",6747311,"Z",0,"R",15992644,"R",15992644,"R",22739955,"Z",0,"R",0,"R",5865151,"R",5865151,"R",0,"R",0,"R",0,"R",5865151,"Z",0,"R",11778312,"R",4214332,"R",0,"R",882160,"R",16874804,"R",48654,"R",0,"R",9466076,"R",3730697,"R",4658110,"R",17903537,"R",6125225,"Z",0,"Z",0,"R",13396369,"R",8237161,"R",5159208,"R",11715596,"R",0,"R",16874804,"R",45033,"R",12085019,"R",302711,"R",484506,"R",484506,"Z",0,"R",59073,"R",0,"R",0,"Z",0,"R",23279,"R",12999621,"R",0,"R",0,"R",0,"R",515065,"R",171677,"R",0,"R",27132,"R",-277663,"R",-39463,"R",396748,"R",13396369,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13396369,"R",2572513,"R",1918818,"R",82344,"R",44739,"R",301798,"R",163904,"R",189739,"R",106092,"R",1187244,"R",570979,"R",2855024,"R",1272903,"R",649038,"R",80185,"R",33133,"Z",0,"Z",0,"Z",0,"Z",0,"R",319276,"R",52482,"R",8237161,"R",4163050,"R",1011127,"R",630118,"R",640131,"R",0,"R",1792735,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",499026,"R",6492,"R",171677,"Z",0,"R",53157,"R",0,"R",730352,"R",81314,"R",0,"R",81314,"R",649038,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",81314,"R",81314,"R",0,1 ,"R",4453537,"R",4214332,"R",-239205,"R",145198,"R",0,"R",0,"R",-384403,"R",5159208,"R",13396369,"R",5159208,"R",16874804,"R",10937661,"R",0,"R",8237161
261773,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",289646,"R",0,"R",290110,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"R",0,"R",579756,"R",0,"R",0,"R",0,"R",182403,"R",85297,"R",0,"R",0,"R",2433,"R",0,"R",270133,"R",849889,"A",,"A",,"A",,"R",5313,"R",5313,"R",855202,"R",271657,"R",222414,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",113879,"R",86477,"R",25302,"R",11674,"R",262450,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",673288,"R",320565,"R",90272,"R",22243,"R",0,"R",785,"R",239423,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",110543,"R",71860,"R",85297,"R",0,"R",0,"R",0,"R",267700,"R",5250,"R",0,"R",5250,"R",262450,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5250,"R",5250,"R",0,-2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
262031,"R",72680210,"R",68991151,"R",2375199,"R",71366350,"R",144046560,"R",8895830,"R",3295000,"R",8880301,"R",12175301,"R",39130000,"R",13585285,"R",52715285,"R",64890586,"R",29944684,"R",45748294,"R",8257197,"R",0,"R",4101629,"R",58107120,"R",24611512,"R",0,"R",84454372,"R",8572070,"R",6376998,"R",124014952,"R",55023801,"R",0,"R",0,"R",72117085,"R",55888978,"R",16228107,"R",41806513,"R",72500,"R",58107120,"R",17066185,"R",0,"R",765644,"R",0,"R",0,"R",0,"R",409405,"A",,"R",0,"A",,"R",361253,"R",18602487,"R",0,"R",11379093,"R",20621467,"R",17419905,"R",3588217,"R",0,"R",118566,"R",126155,"R",261195,"R",53514598,"R",72117085,"R",0,"R",0,"R",0,"R",0,"R",0,"R",72117085,"R",23829303,"R",15439153,"R",528597,"R",288953,"R",0,"R",0,"R",3102462,"R",1920792,"R",6424148,"R",3527666,"R",6957499,"R",2531455,"R",8373883,"R",597395,"R",373122,"A",,"A",,"A",,"A",,"R",6075691,"R",373308,"R",55888978,"R",24454449,"R",11486352,"R",6381603,"R",2897433,"R",1403228,"R",9265913,1 ,"R",2057191,"R",6853463,"R",22956998,"R",8277938,1 ,"R",271353,"R",3159582,"R",4527414,"R",0,"R",5953401,"R",199509,"R",0,"R",0,"R",144972,"R",5268829,"R",11566711,"R",3169195,"R",23633,"R",3192828,"R",8373883,"R",2407867,"R",2407867,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",784961,"R",761328,"R",23633,1 ,"R",94778,"R",97328,"R",2550,"R",2550,"R",0,"R",0,"R",0,"R",10852930,"R",71918719,"R",10829842,"R",65415144,"R",43340923,"R",42425000,"R",61526096
262086,"R",60719933,"R",45392282,"R",11796606,"R",57188888,"R",117908821,"R",0,"R",5000000,"R",31102254,"R",36102254,"R",135786722,"R",3487899,"R",139274621,"R",175376875,"R",0,"R",39517437,"R",905144,"R",0,"R",-97890635,"R",-57468054,"R",18500000,"R",0,"R",20806479,"R",27149992,"R",0,"R",66456471,"R",21064189,"R",0,"R",4796041,"R",128934788,"R",245505127,"R",-116570339,"R",59102285,"R",0,"R",-57468054,"R",113946250,"R",0,"R",0,"R",0,"R",0,"R",0,"R",125277,"R",0,"R",0,"R",17884,"R",0,"R",114089411,"R",0,"R",0,"R",0,"R",9471146,"R",0,"R",0,"R",5125952,"R",248279,"R",0,"R",14845377,"R",128934788,"R",0,"R",0,"R",0,"R",0,"R",0,"R",128934788,"R",32051279,"R",16311472,"R",0,"R",0,"R",0,"R",0,"R",12019229,"R",6116802,"R",68108967,"R",34661877,"R",21367519,"R",10874314,"R",6781362,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",105176771,"R",0,"R",245505127,"R",67964465,"R",16034788,"R",4445233,"R",2352402,"R",2738427,"R",151969812,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",6266273,"R",512339,"R",0,"R",0,"R",2750,"R",7973728,"R",14755090,"R",7973728,"R",0,"R",7973728,"R",6781362,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7973728,"R",7973728,"R",0,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",-19174183,"R",128934786,"R",-116570339,"R",59102285,"R",905144,"R",37000000,"R",245505127
262129,"R",21195201,"R",64149018,"R",7779801,"R",71928819,"R",93124020,"R",11037810,"R",1020000,"R",3542561,"R",4562561,"R",20095698,"R",30924321,"R",51020019,"R",55582580,"R",17391284,"R",48173435,"R",1134545,"R",0,"R",-18120014,"R",31187966,"R",4561975,"R",7725295,"R",120141482,"R",9339256,"R",521084,"R",142289092,"R",70955779,"R",0,"R",0,"R",51651794,"R",56828428,"R",-5176634,"R",34604278,"R",1760322,"R",31187966,"R",0,"R",2203616,"R",56859,"R",2972394,"R",0,"R",2972394,"R",5962721,"R",0,"R",0,"R",0,"R",112968,"R",11308558,"R",0,"R",35598168,"R",0,"R",979200,"R",2135169,"R",0,"R",1561682,"R",-496701,"R",458820,"R",40236338,"R",51544896,"R",106898,"R",0,"R",0,"R",0,"R",106898,"R",51651794,"R",17269703,"R",10174063,"R",2281782,"R",864734,"R",0,"R",0,"R",4288869,"R",1442702,"R",7047000,"R",3425398,"R",14266933,"R",7657085,"R",2863033,"R",7024246,"R",803137,"R",0,"R",0,"R",0,"R",0,"R",1786862,"R",0,"R",56828428,"R",24367119,"R",8294401,"R",4632760,"R",4388944,"R",1049998,"R",14095206,1 ,"R",581430,"R",6176366,"R",9657103,"R",5330534,1 ,"R",1205432,"R",20421953,"R",7734181,"R",5707276,"R",926725,"R",1561083,"R",2373829,"R",0,"R",1442453,"R",2508174,"R",8812264,"R",5949231,"R",0,"R",5949231,"R",2863033,"R",743654,"R",743654,"R",0,"R",499735,"R",499735,"R",0,"R",2177419,"R",2177419,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2528423,"R",2528423,"R",0,1 ,"R",55284307,"R",45480122,"R",-9804185,"R",42825,"R",136940,"R",0,"R",-9983950,"R",-13343680,"R",46871034,"R",-13220497,"R",89862045,"R",-8442095,"R",21115698,"R",60214714
363165,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2297578,"R",1308618,"R",36718,"R",0,"R",0,"R",0,"A",,"A",,"R",1225211,"A",,"R",0,"R",4868125,"R",0,"R",3459563,"R",33840638,"R",1172352,"R",0,"R",0,"R",0,"R",51702,"R",0,"R",38524255,"R",43392380,"A",,"A",,"A",,"R",13192779,"R",13192779,"R",56585159,"R",10511949,"R",6669570,"Z",0,"Z",0,"Z",0,"Z",0,"R",14595695,"R",2559258,"R",1264923,"R",1098594,"R",12137610,"R",9085236,"R",756713,"A",,"A",,"A",,"A",,"A",,"A",,"R",8494518,"R",0,"R",47761408,"R",19412658,"R",4476674,"R",1678294,"R",3491136,"R",255015,"R",18447631,1 ,"R",-1184580,"R",17239940,"R",11867776,"R",5607939,1 ,"R",-249,"R",33031,"R",99098,"R",108922,"R",1172352,"Z",0,"R",60103,"Z",0,"Z",0,"R",0,"R",1232455,"R",475742,"R",0,"R",475742,"R",756713,"R",281654,"R",281654,"R",0,"R",0,"Z",0,"Z",0,"R",333,"R",333,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",193755,"R",193755,"R",0,-2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
363633,"R",6928157,"R",21603580,"R",-300000,"R",21303580,"R",28231737,"R",20124270,"Z",0,"R",979513,"R",979513,"R",0,"R",44854234,"R",44854234,"R",45833747,"R",3475763,"R",21603580,"R",0,"R",0,"R",-22557083,"R",-953503,"R",2322079,"R",737625,"R",30528998,"R",2352230,"R",2711839,"R",38652771,"R",29087537,"R",0,"R",0,"R",17282762,"R",22411839,"R",-5129077,"R",8313006,"R",-4137432,"R",-953503,"R",775916,"R",1433950,"R",1001741,"R",148831,"R",0,"R",148831,"R",132445,"A",,"R",0,"A",,"R",0,"R",3492883,"R",0,"R",8042190,"R",2079694,"R",1048501,"R",0,"R",0,"R",0,"R",7319,"R",2612175,"R",13789879,"R",17282762,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17282762,"R",4383562,"R",2157760,"R",0,"R",0,"R",833567,"R",276187,"R",639452,"R",198971,"R",1991519,"R",732254,"R",2443541,"R",1188580,"R",1240765,"R",172343,"R",42568,"A",,"A",,"A",,"A",,"R",10707090,"R",4828203,"R",22411839,"R",9424523,"R",1639696,"R",2276890,"R",1175344,"R",0,"R",7895386,1 ,"R",-8396312,"R",38452499,"R",1012610,"R",18247824,1 ,"R",-384635,"R",5267530,"R",1012610,"R",1481852,"R",1019999,"R",72995,"R",224520,"R",57691,"R",61550,"R",0,"R",1436755,"R",195990,"R",0,"R",195990,"R",1240765,"R",195990,"R",195990,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,1 ,"R",942673,"R",942673,"R",0,"R",0,"R",5103,"R",0,"R",-5103,"R",18408988,"R",9955590,"R",-8453398,"R",7812709,"R",0,"R",0,"R",22411839
