UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,F1MHOP,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1FHA,XF1H01,F1H01,XF1H02,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07   
114789,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6005513,"R",5376309,"R",28134602,"R",727564,"R",0,"R",727564,"R",64231,"A",,"R",1200,"A",,"R",532618,"R",40842037,"R",0,"R",77763795,"R",25296319,"R",55277362,"R",9722942,"R",0,"R",99845,"R",-8800445,"R",90029,"R",159449847,"R",200291884,"R",15733952,"R",7092848,"R",0,"R",0,"R",22826800,"R",223118684,"R",74151337,"R",47228846,"R",0,"R",0,"R",867374,"R",411137,"R",21075888,"R",13350517,"R",29785716,"R",20546390,"R",18582705,"R",9046311,"R",57860758,"R",2585612,"R",1664153,"A",,"A",,"A",,"A",,"R",4689830,"R",0,"R",209599220,"R",92247354,"R",25280458,"R",3458920,"R",5824766,"R",4593209,"R",78194513,1 ,"R",6574339,"R",68433725,"R",46472052,"R",25060963,1 ,"R",-1884509,"R",14427233,"R",3462710,"R",8186860,"R",25382439,"R",18883717,"R",22105570,"R",0,"R",3864013,"R",7647,"R",70243386,"R",12382628,"R",0,"R",12382628,"R",57860758,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12382628,"R",12382628,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,1 ,"R",8453973,"R",7503993,"R",-949980,"R",0,"R",0,"R",-949980,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",
114831,"R",148264477,"R",497425479,"R",185566936,"R",682992415,"R",831256892,"R",88031611,"R",57234797,"R",84119060,"R",141353857,"R",1043974833,"R",0,"R",1043974833,"R",1185328690,"R",106998736,"R",208777642,"R",181395519,"R",0,"R",-763212084,"R",-373038923,"R",229499638,"R",0,"R",906830225,"R",75880107,"R",3923150,"R",1216133120,"R",712294714,"R",0,"R",6412927,"R",387448018,"R",386011918,"R",1436100,"R",-398766485,"R",24291462,"R",-373038923,"R",7749091,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",186337,"A",,"R",0,"A",,"R",13497824,"R",21433252,"R",0,"R",8519758,"R",23263278,"R",13321617,"R",0,"R",0,"R",0,"R",227640,"R",0,"R",45332293,"R",66765545,"R",0,"R",0,"R",0,"R",0,"R",0,"R",66765545,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45722167,"R",20201802,"R",0,"R",3726740,"R",1340432,"A",,"A",,"A",,"A",,"R",3925027,"R",1095935,"R",53373934,"R",22638169,"R",7332574,"R",1687598,"R",7625438,"R",5035502,"R",9054653,1 ,"R",989520,"R",-20615972,"R",19109367,"R",8158656,1 ,"R",775564,"R",-1607375,"R",1021781,"R",2606556,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",-19279299,"R",317443128,"R",25724562,"R",-398763485,"R",148264477,"R",883479600,"R",366439658
114859,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8560890,"R",19584772,"R",30178119,"R",864090,"R",864090,"R",0,"R",578720,"A",,"R",0,"A",,"R",0,"R",59766591,"R",0,"R",57044858,"R",95162272,"R",49227655,"R",0,"R",0,"R",0,"R",-2239447,"R",14675721,"R",213871059,"R",273637650,"R",9058262,"R",0,"R",0,"R",0,"R",9058262,"R",282695912,"R",70195411,"R",48086211,"R",0,"R",0,"R",787676,"R",471671,"R",17291566,"R",12358418,"R",44275720,"R",27699912,"R",25984229,"R",12070672,"R",52608031,"R",5263232,"R",2202270,"A",,"A",,"A",,"A",,"R",20819204,"R",959536,"R",237225069,"R",103848690,"R",25155916,"R",13259228,"R",7354141,"R",5711230,"R",81895864,1 ,"R",6826783,"R",0,"R",0,"R",0,1 ,"R",1115776,"R",0,"R",0,"R",0,"R",23833607,"R",17827673,"R",19591403,"R",0,"R",0,"R",0,"R",61252683,"R",8644652,"R",0,"R",8644652,"R",52608031,"R",8644652,"R",8644652,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
114938,"R",152796339,"R",85772322,"R",43788867,"R",129561189,"R",282357528,"R",12360998,"R",11521931,"R",14252679,"R",25774610,"R",210178213,"R",26845273,"R",237023486,"R",262798096,"R",27143725,"R",20413878,"R",14640389,"Z",0,"R",-30277562,"R",4776705,"R",44000051,"Z",0,"R",104415243,"R",11361788,"R",14993341,"R",174770423,"R",45650558,"Z",0,"Z",0,"R",72910229,"R",58401544,"R",14508685,"R",-9719734,"R",-12246,"R",4776705,"R",2071511,"R",4457525,"R",8720390,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"Z",0,"A",,"R",759070,"R",16008496,"R",0,"R",12643803,"R",22656073,"R",10466127,"R",1517581,"R",0,"R",0,"R",-2996489,"R",10621587,"R",54908682,"R",70917178,"R",1993051,"R",0,"R",0,"R",0,"R",1993051,"R",72910229,"R",17241725,"R",10903507,"R",286960,"R",181655,"R",2964002,"R",1161529,"R",5122963,"R",3126107,"R",8109865,"R",5279553,"R",10696802,"R",4666588,"R",7185054,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",6794173,"R",770900,"R",58401544,"R",26089839,"R",10539223,"R",10702479,"R",3073496,"R",6603052,"R",1393455,1 ,"R",1090362,"R",24719737,"R",19397226,"R",6300611,1 ,"R",-509486,"R",2125536,"R",1527223,"R",663215,"R",4818744,"R",3765072,"R",374500,"Z",0,"Z",0,"R",0,"R",8958316,"R",1773262,"R",0,"R",1773262,"R",7185054,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1773262,"R",1773262,"R",0,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14508685,"R",72910229,"R",14508685,"R",4776705,"R",146463460,"R",0,"R",58401544
115001,"R",225731795,"R",252980530,"R",0,"R",252980530,"R",478712325,"R",33295034,"R",11478541,"R",60230719,"R",71709260,"R",466629748,"R",0,"R",466629748,"R",538339008,"R",55889552,"R",-4358080,"R",35619811,"Z",0,"R",-113482932,"R",-82221201,"R",80938939,"Z",0,"R",175674653,"R",31454765,"R",68137659,"R",356206016,"R",103225486,"Z",0,"Z",0,"R",213831558,"R",210442690,"R",3388868,"R",-90000891,"R",4390822,"R",-82221201,"R",8357880,"R",34425209,"R",14860132,"R",293064,"R",293064,"R",0,"R",0,"A",,"R",0,"A",,"R",0,"R",57936285,"Z",0,"R",77646786,"R",40410895,"R",18844061,"R",12699388,"Z",0,"R",0,"R",-5618857,"R",11913000,"R",155895273,"R",213831558,"R",0,"R",0,"R",0,"R",0,"R",0,"R",213831558,"R",55753400,"R",43531906,"R",873584,"R",508317,"R",623792,"R",287837,"R",6817997,"R",6626784,"R",26428973,"R",17736979,"R",25775799,"R",9331041,"R",40309054,"R",4698440,"R",2109492,"A",,"A",,"A",,"A",,"R",49161651,"R",2722334,"R",210442690,"R",82854690,"R",23941560,"R",14754211,"R",6762378,"R",10722820,"R",71407031,1 ,"R",5283758,"R",70730798,"R",48022730,"R",22416658,1 ,"R",-592109,"R",6133414,"R",7866822,"R",265348,"R",18844061,"R",17581312,"R",10329130,"R",293064,"R",0,"R",0,"R",47047567,"R",6738513,"R",0,"R",6738513,"R",40309054,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",6738513,"R",6738513,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,1 ,"R",9253218,"R",7951073,"R",-1302145,"R",25704,"R",-1481432,"R",-16381,"R",169964,"R",3388868,"R",213831558,"R",3388868,"R",-82221201,"R",207117828,"R",391861778,"R",210442690
115126,"R",69286121,"R",233983075,"R",71356067,"R",305339142,"R",374625263,"R",16478362,"R",10136307,"R",26410637,"R",36546944,"R",277504280,"R",44596481,"R",322100761,"R",358647705,"R",42181640,"R",13762199,"R",21297859,"R",0,"R",-44785778,"R",-9725720,"R",29472540,"R",0,"R",280024511,"R",18046005,"R",12052631,"R",339595687,"R",98417022,"R",0,"R",0,"R",132701120,"R",119062376,"R",13638744,"R",-20800648,"R",-2563816,"R",-9725720,"R",7762578,"R",14568676,"R",18047439,"R",11940926,"R",11940926,"R",0,"R",291278,"A",,"R",0,"A",,"R",0,"R",52610897,"R",8272798,"R",10010830,"R",41820579,"R",10303150,"R",0,"R",0,"R",0,"R",-4533161,"R",0,"R",65874196,"R",118485093,"R",14156613,"R",0,"R",59414,"R",0,"R",14216027,"R",132701120,"R",25247613,"R",19231966,"R",0,"R",0,"R",0,"R",0,"R",9059114,"R",6393800,"R",5192548,"R",3734124,"R",23778443,"R",6996695,"R",23265695,"R",5572698,"R",3200218,"A",,"A",,"A",,"A",,"R",26946265,"R",5949559,"R",119062376,"R",45506362,"R",18119149,"R",8870045,"R",7907954,"R",1685612,"R",36973254,1 ,"R",5728881,"R",40249229,"R",41102661,"R",11659429,1 ,"R",2082650,"R",9499492,"R",1078979,"R",4818932,"R",9471034,"R",11001814,"R",7197347,"R",0,"R",0,"R",0,"R",27670195,"R",4404500,"R",0,"R",4404500,"R",23265695,"R",4404500,"R",4404500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,1 ,"R",11311597,"R",11371011,"R",59414,"R",0,"R",0,"R",-59414,"R",118828,"R",-4827267,"R",56870767,"R",11200563,"R",-9725722,"R",-66788453,"R",28559945,"R",114308931
115287,"R",279408894,"R",403791317,"R",0,"R",403791317,"R",683200211,"R",27671349,"R",20600140,"R",55280312,"R",75880452,"R",444282943,"R",91403084,"R",535686027,"R",611566479,"R",56502657,"R",35269670,"R",70084571,"R",0,"R",-62551817,"R",42802424,"R",1818942,"R",71486152,"R",372117779,"R",9795315,"R",89088349,"R",544306537,"R",140515220,"R",0,"R",0,"R",296648071,"R",260863648,"R",35784423,"R",6470605,"R",547396,"R",42802424,"R",1145088,"R",695472,"R",8129331,"R",0,"R",0,"Z",0,"R",7453,"A",,"R",0,"A",,"R",0,"R",9977344,"R",0,"R",7658230,"R",8399632,"R",6568863,"R",854167,"R",0,"R",0,"R",26749,"R",0,"R",23507641,"R",33484985,"R",169387,"R",49127,"R",0,"R",411030,"R",629544,"R",34114529,"R",903666,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",958204,"R",0,"R",28761026,"R",11371448,"R",0,"R",1012607,"R",631224,"A",,"A",,"A",,"A",,"R",2407214,"R",521045,"R",34042717,"R",12523717,"R",6235014,"R",1935563,"R",2021648,"R",3533593,"R",7793182,1 ,"R",945401,"R",12315717,"R",8601999,"R",3545300,1 ,"R",-61832,"R",1729963,"R",355655,"R",223820,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1 ,"R",240083,"R",287906,"R",47823,"R",16406,"R",22764,"R",0,"R",8653,"R",28936374,"R",274686588,"R",37343212,"R",154654898,"R",154254375,"R",464883083,"R",294875321
115296,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5257448,"R",3193133,"R",37324232,"R",0,"R",0,"R",0,"R",34220,"A",,"R",0,"A",,"R",0,"R",45809033,"R",0,"R",35161268,"R",42860691,"R",13767668,"R",3921744,"R",0,"R",0,"R",122813,"R",12096551,"R",107930735,"R",153739768,"R",777694,"R",225566,"R",0,"R",1887153,"R",2890413,"R",156630181,"R",44652572,"R",30346379,"R",0,"R",0,"R",0,"R",0,"R",6233987,"R",2910229,"R",18943762,"R",11131488,"R",8625128,"R",2882469,"R",22125722,"R",1734442,"R",889090,"A",,"A",,"A",,"A",,"R",33656543,"R",1985001,"R",135972156,"R",50144656,"R",16502450,"R",4967545,"R",5188480,"R",9068829,"R",50100196,1 ,"R",3303072,"R",43028988,"R",30053895,"R",12386663,1 ,"R",-216031,"R",6044189,"R",1242599,"R",781987,"R",13767668,"R",6173415,"R",2441760,"R",0,"R",0,"R",5228183,"R",27611026,"R",5485304,"R",0,"R",5485304,"R",22125722,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5485304,"R",5485304,"R",0,1 ,"R",1942148,"R",1974665,"R",32517,"R",75326,"R",2169,"R",-32000,"R",-12978,"A",,"A",,"A",,"A",,"A",,"A",,"A",
115393,"R",124798051,"R",221286242,"R",212175,"R",221498417,"R",346296468,"R",20884139,"R",8748532,"R",19468466,"R",28216998,"R",310556367,"R",39855521,"R",350411888,"R",378628886,"R",29548585,"R",22417459,"R",22406504,"R",0,"R",-85820827,"R",-40996864,"R",1449045,"R",0,"R",221751336,"R",58563058,"R",47321395,"R",329084834,"R",107798592,"R",0,"R",0,"R",115020252,"R",116984475,"R",-1964223,"R",-39516822,"R",484181,"R",-40996864,"R",2659865,"R",19472505,"R",28697625,"R",0,"R",0,"R",0,"R",359123,"A",,"R",0,"A",,"R",0,"R",51189118,"R",0,"R",24678167,"R",28066989,"R",8380808,"R",0,"R",0,"R",0,"R",40622,"R",2664548,"R",63831134,"R",115020252,"R",0,"R",0,"R",0,"R",0,"R",0,"R",115020252,"R",34233785,"R",18498755,"R",0,"R",0,"R",3773924,"R",1823256,"R",7162894,"R",4160167,"R",13171575,"R",7611560,"R",42392701,"R",5510106,"R",8463690,"R",2964225,"R",1168714,"A",,"A",,"A",,"A",,"R",4821681,"R",2328335,"R",116984475,"R",41100893,"R",15813593,"R",3643686,"R",6800247,"R",14553000,"R",35073056,1 ,"R",4787191,"R",38482979,"R",23029064,"R",13244423,1 ,"R",34490,"R",1108700,"R",2110579,"R",2468424,"R",8380808,"R",298387,"R",3815326,"R",0,"R",0,"R",0,"R",12494521,"R",4030831,"R",0,"R",4030831,"R",8463690,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",4030831,"R",4030831,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,1 ,"R",13743875,"R",10775522,"R",-2968353,"R",274875,"R",364379,"R",-734278,"R",-2873329,"R",-1964223,"R",115020252,"R",-1964223,"R",-40996864,"R",-40996864,"R",10573316,"R",116984475
115755,"R",165497047,"R",129163912,"R",84023322,"R",213187234,"R",378684281,"R",75480006,"R",3426185,"R",28217156,"R",31643341,"R",47027089,"R",560849302,"R",607876391,"R",639519732,"R",122390619,"R",163030196,"R",5073776,"R",993435,"R",-476843471,"R",-307746064,"R",11690192,"R",53088009,"R",320365293,"R",27731298,"R",65045442,"R",477920234,"R",269621672,"R",774533,"R",0,"R",295078891,"R",209434197,"R",85644694,"R",-393390758,"R",0,"R",-307746064,"R",24508726,"R",92772,"R",632218,"R",0,"R",0,"R",0,"R",9378565,"R",0,"R",214502,"R",0,"R",24961414,"R",59788197,"R",0,"R",180965086,"R",0,"R",45350788,"R",10005851,"R",0,"R",1389330,"R",-8231389,"R",5456315,"R",234935981,"R",294724178,"R",0,"R",354713,"R",0,"R",0,"R",354713,"R",295078891,"R",61747023,"R",37709018,"R",332891,"R",129529,"R",184724,"R",49182,"R",20962289,"R",10591147,"R",31938102,"R",13889590,"R",26362814,"R",10358618,"R",22674764,"R",23624146,"R",2111375,"R",0,"R",0,"R",0,"R",0,"R",21607444,"R",0,"R",209434197,"R",74838459,"R",40193219,"R",17296594,"R",10015742,"R",1663280,"R",65426903,1 ,"R",8179485,"R",116572639,"R",49493234,"R",26950857,1 ,"R",12327913,"R",439869078,"R",70980746,"R",44115032,"R",13772853,"R",14515042,"R",10005851,"R",0,"R",907550,"R",18956846,"R",58158142,"R",26461087,"R",9022291,"R",35483378,"R",22674764,"R",12039270,"R",8821447,"R",3217823,"R",556235,"R",407827,"R",148408,"R",8720936,"R",6390650,"R",2330286,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14166937,"R",10841163,"R",3325774,1 ,"R",36335250,"R",29965657,"R",-6369593,"R",1634879,"R",-3524939,"R",-4478157,"R",-1376,"R",105382161,"R",335079931,"R",75981636,"R",296628086,"R",167999644,"R",45968366,"R",229697768
115861,"R",113215295,"R",91442342,"R",0,"R",91442342,"R",204657637,"R",22244015,"R",3129035,"R",17147782,"R",20276817,"R",146101110,"R",92072085,"R",238173195,"R",258450012,"R",34557946,"R",12611744,"R",-116634560,"R",0,"R",37916510,"R",-66106306,"R",160000,"R",16270552,"R",96347589,"R",10640159,"R",10688741,"R",134107041,"R",42664699,"Z",0,"Z",0,"R",148864206,"R",131029739,"R",17834467,"R",-87132307,"R",3191534,"R",-66106306,"R",3162950,"R",38527213,"R",17852620,"R",2987449,"R",2987449,"R",0,"R",0,"A",,"R",0,"A",,"R",0,"R",62530232,"R",0,"R",46360382,"R",23677985,"R",19224893,"R",0,"R",0,"R",0,"R",-3193311,"R",0,"R",86069949,"R",148600181,"R",0,"R",0,"R",0,"R",264025,"R",264025,"R",148864206,"R",34448163,"R",15565598,"R",508932,"R",252910,"R",410319,"R",142785,"R",11879168,"R",3042579,"R",24031790,"R",9671817,"R",29722838,"R",7685940,"R",596685,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",29431844,"R",0,"R",131029739,"R",36361629,"R",23211595,"R",3861569,"R",3679643,"R",5388503,"R",58526800,1 ,"R",-3364904,"R",33965625,"R",23881124,"R",13654526,1 ,"R",-5839893,"R",56896889,"R",10483044,"R",8282059,"R",19224893,"R",21242782,"R",7955802,"R",8736,"R",0,"R",0,"R",48432213,"R",47835528,"R",0,"R",47835528,"R",596685,"R",19224893,"R",19224893,"R",0,"R",21242782,"R",21242782,"R",0,"R",7359117,"R",7359117,"R",0,"R",8736,"R",8736,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,1 ,"R",2350098,"R",2439942,"R",89844,"R",503178,"R",-254907,"R",-17664,"R",-140763,"R",17570442,"R",143211678,"R",21026001,"R",87132307,"R",204657637,"R",149230145,"R",61456553
116439,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11001785,"R",5064058,"R",18706481,"R",0,"R",0,"R",0,"R",1752155,"A",,"R",0,"A",,"R",0,"R",36524479,"R",0,"R",965684,"R",92988625,"R",16637254,"R",3764284,"R",0,"R",0,"R",-1385640,"R",6454851,"R",119425058,"R",155949537,"R",8845549,"R",-72779,"R",0,"R",0,"R",8772770,"R",164722307,"R",38827470,"R",27970144,"R",0,"R",0,"R",904274,"R",595299,"R",6843050,"R",5023375,"R",12375308,"R",8895867,"R",19133823,"R",10815265,"R",19994778,"R",3556390,"R",2265163,"A",,"A",,"A",,"A",,"R",18934482,"R",677403,"R",120569575,"R",56242516,"R",18997913,"R",5493067,"R",0,"R",0,"R",39836079,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",8518189,"R",192764,"R",15909885,"R",0,"R",0,"R",0,"R",24620838,"R",4626060,"R",0,"R",4626060,"R",19994778,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4626060,"R",4626060,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,1 ,"R",2565030,"R",2385486,"R",-179544,"R",283669,"R",-361143,"R",-102070,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",
117052,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2083931,"R",6056880,"R",11534874,"R",41745,"R",0,"R",41745,"R",1059552,"A",,"R",0,"A",,"R",507171,"R",21284153,"R",0,"R",27414739,"R",8917614,"R",22182865,"R",3762182,"R",0,"R",34146,"R",-3096717,"R",119290,"R",59334119,"R",80618272,"R",8632752,"R",1884344,"R",0,"R",0,"R",10517096,"R",91135368,"R",28629596,"R",17690558,"R",0,"R",0,"R",306898,"R",57517,"R",8222352,"R",4528596,"R",14876738,"R",9685202,"R",7484837,"R",3768598,"R",22337825,"R",2114763,"R",1066541,"A",,"A",,"A",,"A",,"R",1561073,"R",0,"R",85534082,"R",36797012,"R",10880291,"R",1317687,"R",2702117,"R",1532187,"R",32304788,1 ,"R",2188342,"R",22778514,"R",15468459,"R",8341669,1 ,"R",-627269,"R",4802178,"R",1152581,"R",2725038,"R",11110211,"R",5936457,"R",7649330,"R",0,"R",1528975,"R",0,"R",26224973,"R",3887148,"R",0,"R",3887148,"R",22337825,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3887148,"R",3887148,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,1 ,"R",1976947,"R",1724438,"R",-252509,"R",0,"R",0,"R",-252509,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",
117195,"R",25840052,"R",41632772,"R",22830461,"R",64463233,"R",90303285,"R",4542778,"R",561214,"R",7119028,"R",7680242,"R",55262998,"R",423356,"R",55686354,"R",63366596,"R",8841687,"R",30235010,"R",2192406,"R",0,"R",-9789636,"R",22637780,"R",14642086,"R",9313936,"R",44909964,"R",5637939,"R",19367509,"R",93871434,"R",31605170,"R",0,"R",0,"R",36388330,"R",32306180,"R",4082150,"R",18555630,"R",0,"R",22637780,"R",2202968,"R",3009646,"R",6886666,"R",667649,"R",667649,"R",0,"R",7538,"A",,"R",0,"A",,"R",0,"R",12774467,"R",0,"R",11795821,"R",3718790,"R",1654170,"R",0,"R",0,"R",0,"R",74082,"R",0,"R",17242863,"R",30017330,"R",4299397,"R",0,"R",0,"R",2071603,"R",6371000,"R",36388330,"R",9027073,"R",5145925,"R",435678,"R",184126,"R",1197487,"R",567490,"R",3588178,"R",1879052,"R",3440237,"R",2007617,"R",4491995,"R",1240060,"R",1851230,"R",1692324,"R",826559,"A",,"A",,"A",,"A",,"R",6581978,"R",1770651,"R",32306180,"R",13621480,"R",4685101,"R",8704438,"R",172028,"R",1565242,"R",3557891,1 ,"R",1181620,"R",11568446,"R",6442937,"R",4197563,1 ,"R",-24443,"R",502385,"R",244521,"R",233691,"R",1193085,"R",461085,"R",377323,"R",0,"R",220312,"R",476605,"R",2728410,"R",877180,"R",0,"R",877180,"R",1851230,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",877180,"R",877180,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,1 ,"R",3301618,"R",3549395,"R",247777,"R",394020,"R",84069,"R",0,"R",-230312,"R",-2288850,"R",30017330,"R",4082150,"R",22637780,"R",25840052,"R",51295765,"R",32306180
