UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2C12,F2C12,XF2C121,F2C121,XF2C122,F2C122,XF2C13,F2C13,XF2C131,F2C131,XF2C132,F2C132,XF2C14,F2C14,XF2C141,F2C141,XF2C142,F2C142,XF2C15,F2C15,XF2C151,F2C151,XF2C152,F2C152,XF2C16,F2C16,XF2C161,F2C161,XF2C162,F2C162,XF2C17,F2C17,XF2C171,F2C171,XF2C172,F2C172,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02,XF2H03,F2H03,XF2H03A,F2H03A,XF2H03B,F2H03B,XF2H03C,F2H03C,XF2H03D,F2H03D,XF2I01,F2I01,XF2I02,F2I02,XF2I03,F2I03,XF2I04,F2I04,XF2I05,F2I05,XF2I06,F2I06,XF2I07,F2I07   
102058,"R",9298,"R",802572,"Z",0,"R",2415279,"R",691386,"R",0,"R",1623893,"R",100000,"R",100000,"R",0,"R",1723893,"R",1574300,"R",3281282,"R",802572,"R",0,"R",0,"R",5658154,"R",4855582,"R",2084547,"R",814502,"R",-20059,"R",1249986,"R",920399,"R",-446492,"R",1723893,"R",0,"R",0,"R",0,"R",0,"R",68000,"R",0,"R",68000,"R",43200,"R",0,"R",43200,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43000,"R",43000,"Z",0,"R",200,"R",200,"R",0,"R",91494,"R",91494,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",12500,"R",12500,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4301,"R",4301,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1976252,"R",1976252,"R",0,"R",0,"R",2084547,"R",2084547,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",2084547,"R",2084547,"R",0,"R",0,"R",160401,"R",77508,"Z",0,"R",0,"R",4000,"R",3500,"R",150000,"R",149893,"R",17000,"R",16999,"R",303802,"R",301587,"R",6000,"R",5900,"R",24800,"R",0,"R",0,"R",500,"R",499,"R",147999,"R",129308,"R",814502,"R",685194,"R",0,"R",75000,"R",0,"R",0,"R",54308, 1,"R",142412,"R",142412,"R",0,"R",0,"R",125,"R",0,"R",-125,"R",148135,"R",905347,"R",1249986,"R",920399,"R",0,"R",0,"R",814502
102234,"R",57602366,"R",91510358,"R",0,"R",149112724,"R",62883414,"R",52372168,"R",54677510,"R",31551800,"R",31551800,"R",0,"R",86229310,"R",3169376,"R",143333827,"R",27205900,"R",751821,"Z",0,"R",174460924,"R",82950566,"R",35542405,"R",41403420,"R",0,"R",-5861015,"R",92090325,"R",0,"R",86229310,"R",1797910,"R",290510,"R",761327,"R",0,"R",3100330,"R",7836309,"R",13786386,"R",7836309,"R",0,"R",7836309,"R",1797910,"R",1797910,"R",0,"R",290510,"R",290510,"R",0,"R",761327,"R",761327,"R",0,"R",0,"R",0,"R",0,"R",1473967,"R",1473967,"R",0,"R",3512595,"R",3512595,"R",0,"R",14274211,"R",14274211,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5961361,"R",5875072,"R",86289,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6517865,"R",4510245,"R",2007620,"R",0,"R",4903395,"R",4510245,"R",393150,"R",0,"R",1614470,"R",0,"R",1614470,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-1817777,"R",2982313,"R",-4800090,"Z",0,"Z",0,"Z",0,"R",8801595,"R",8801595,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1805150,"R",2683645,"R",-878495,"R",0,"R",35542405,"R",39127081,"R",-3584676,"Z",0,"R",0,"R",439476,"R",-439476,"Z",0,"R",35542405,"R",39566557,"R",-4024152,"R",0,"R",9669662,"R",5858875,"Z",0,"Z",0,"Z",0,"Z",0,"R",2331414,"R",698663,"R",6927574,"R",2341698,"R",9397850,"R",3489091,"R",9239380,"R",888440,"R",2965357,"Z",0,"Z",0,"Z",0,"Z",0,"R",872183,"R",0,"R",41403420,"R",13276767,"R",2039677,"R",4597233,"R",3555133,"R",3285990,"R",14648620, 1,"R",22433426,"R",16618358,"R",-5815068,"R",1473967,"R",-1804788,"R",-6299714,"R",815467,"R",-2276339,"R",42406934,"R",-5861015,"R",92090325,"R",33857142,"R",51595470,"R",41403420
102270,"R",19839522,"R",40191195,"R",0,"R",66875553,"R",5282483,"R",0,"R",43745143,"R",17847927,"R",17847927,"R",0,"R",61593070,"R",805069,"R",55400993,"R",29333972,"R",0,"R",0,"R",85540034,"R",45348839,"R",16624331,"R",15903909,"R",20000,"R",740422,"R",60872648,"R",-20000,"R",61593070,"R",3142490,"R",10716628,"R",0,"R",0,"R",0,"R",195164,"R",14054282,"R",195164,"R",0,"R",195164,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",195164,"R",195164,"R",0,"R",6734712,"R",6734712,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8142564,"R",0,"R",8142564,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2497264,"R",2497264,"R",0,"R",0,"R",2497264,"R",2497264,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-2402832,"R",-2402832,"Z",0,"R",0,"R",0,"R",0,"R",1236589,"R",1236589,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",416034,"R",416034,"R",0,"R",0,"R",16624331,"R",8481767,"R",8142564,"R",0,"R",0,"R",8142564,"R",-8142564,"R",0,"R",16624331,"R",16624331,"R",0,"R",0,"R",3933662,"R",3065102,"R",0,"R",0,"R",0,"R",0,"R",721343,"R",646238,"R",5418539,"R",1627733,"R",4387437,"R",3631812,"R",1442928,"R",349677,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15903909,"R",9320562,"R",1304212,"R",825005,"R",1603954,"R",0,"R",2850176, 1,"R",22181481,"R",19839522,"R",-2341959,"R",0,"R",-2305506,"R",0,"R",-36453,"R",720422,"R",43745143,"R",740422,"R",60872648,"R",0,"R",0,"R",15903909
102298,"R",335023,"R",79918788,"R",176000,"R",111080538,"R",31183030,"R",27831199,"R",76366233,"R",3531275,"R",3531275,"Z",0,"R",79897508,"R",144788,"R",20858281,"R",64737228,"R",18306947,"R",0,"R",104047244,"R",24128456,"R",45384412,"R",17800481,"R",-13219592,"R",14364339,"R",65533169,"R",0,"R",79897508,"R",4209946,"R",457459,"R",39748,"R",0,"R",0,"R",3619185,"R",8326338,"R",429665,"R",0,"R",429665,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",429665,"R",429665,"R",0,"R",14658171,"R",14658171,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1068700,"R",1068700,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7119527,"R",7119527,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",17490678,"R",10820671,"R",6367036,"R",302971,"R",0,"R",0,"R",0,"R",0,"R",17490678,"R",10820671,"R",6367036,"R",302971,"Z",0,"Z",0,"Z",0,"Z",0,"R",37845,"R",37845,"Z",0,"Z",0,"Z",0,"Z",0,"R",3762509,"R",3762509,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1246982,"R",1246982,"R",0,"R",0,"R",45384412,"R",38714405,"R",6367036,"R",302971,"R",0,"R",-6367036,"R",6367036,"R",0,"R",45384412,"R",32347369,"R",12734072,"R",302971,"R",3430704,"R",3119329,"R",0,"R",0,"R",373957,"R",321855,"R",688059,"R",577732,"R",3808835,"R",1815010,"R",7399755,"R",1071105,"R",2099171,"R",160809,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17800481,"R",7065840,"R",1036506,"R",6699370,"R",1229344,"R",487359,"R",1282062, 1,"R",2986504,"R",2986503,"R",-1,"R",0,"R",0,"R",0,"R",-1,"R",4558,"R",35632,"R",14364339,"R",65533169,"R",14364339,"R",6699370,"R",17800481
102377,"R",183876119,"R",209420027,"R",0,"R",490838356,"R",27867332,"R",0,"R",294476306,"R",168494718,"R",92865507,"R",75629211,"R",462971024,"R",16441586,"R",370506732,"R",93905988,"R",9281430,"R",0,"R",490135736,"R",280715709,"R",141031599,"R",143181584,"R",0,"R",-2149985,"R",465121009,"R",0,"R",462971024,"R",6583013,"R",1573099,"R",4240099,"R",0,"R",4053169,"R",20067281,"R",36516661,"R",25682282,"R",0,"R",25682282,"R",6583013,"R",6583013,"R",0,"R",1573099,"R",1573099,"R",0,"R",4240099,"R",4240099,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13286071,"R",13286071,"R",0,"R",35923892,"R",35923892,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14391235,"R",14391235,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38362924,"R",38362924,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18567942,"R",7893704,"R",8662207,"R",2012031,"R",18567942,"R",7893704,"R",8662207,"R",2012031,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-11098660,"R",-1142808,"R",-9955852,"R",0,"R",0,"R",0,"R",12465574,"R",12465574,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32418692,"R",0,"R",32418692,"R",0,"R",141031599,"R",107894521,"R",31125047,"R",2012031,"R",0,"R",0,"Z",0,"Z",0,"R",141031599,"R",107894521,"R",31125047,"R",2012031,"R",51467241,"R",21696080,"R",24647640,"R",8796406,"R",11470138,"R",3591968,"R",5302677,"R",2287111,"R",9972310,"R",3974936,"R",29476003,"R",9336278,"R",3916418,"R",151614,"R",5356678,"R",0,"R",0,"R",1457079,"R",195382,"R",115400,"R",0,"R",143181584,"R",50029775,"R",9543187,"R",19621565,"R",9684293,"R",43473,"R",54259291, 1,"R",154987957,"R",142900904,"R",-12087053,"R",2236130,"R",-8328377,"R",-5994806,"R",0,"R",12610956,"R",156935349,"R",-2149985,"R",465121009,"R",155811015,"R",0,"R",143181584
102395,"R",15346880,"R",5904437,"R",858959,"R",22110276,"R",375019,"Z",0,"R",21603165,"R",132092,"R",0,"R",132092,"R",21735257,"R",875000,"R",3877982,"R",6374466,"Z",0,"Z",0,"R",11127448,"R",5223011,"R",4761450,"R",4690975,"R",-4727950,"R",-4657475,"R",26392732,"R",0,"R",21735257,"R",125740,"R",27000,"R",13765,"Z",0,"R",0,"R",37939,"R",204444,"R",78704,"R",0,"R",78704,"R",0,"R",0,"R",0,"R",27000,"R",27000,"Z",0,"R",13765,"R",13765,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",37939,"R",37939,"R",0,"R",2057179,"R",2057179,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",27000,"R",27000,"R",0,"R",0,"R",13765,"R",13765,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",51071,"R",51071,"R",0,"R",0,"R",51071,"R",51071,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2433059,"R",2433059,"Z",0,"Z",0,"Z",0,"Z",0,"R",15736,"R",15736,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",163640,"R",163640,"R",0,"R",0,"R",4761450,"R",4761450,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",4761450,"R",4761450,"R",0,"R",0,"R",1150888,"R",590951,"R",116417,"R",96744,"R",81262,"R",39034,"R",147670,"R",73211,"R",657675,"R",360643,"R",2533450,"R",1119071,"R",3613,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",4690975,"R",2279654,"R",534579,"R",226253,"R",116188,"R",0,"R",1534301, 1,"R",1000000,"R",1000000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",70475,"R",4761450,"R",-4657475,"R",26392732,"R",21735257,"R",0,"R",4690975
102580,"R",2037281,"R",1043005,"R",0,"R",3170200,"R",299893,"R",240481,"R",2686030,"R",184277,"R",138033,"R",46244,"R",2870307,"R",242704,"R",958381,"R",584989,"R",48589,"R",0,"R",1834663,"R",791658,"R",661759,"R",979135,"R",713800,"R",396424,"R",2473883,"R",0,"R",2870307,"R",95649,"R",69380,"R",66663,"R",0,"R",35918,"R",0,"R",267610,"R",119511,"R",5561,"R",125072,"R",0,"R",0,"R",0,"R",28847,"R",28847,"R",0,"R",60557,"R",55676,"R",4881,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35668,"R",34988,"R",680,"R",286566,"R",286566,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",296350,"R",394123,"R",-97773,"R",0,"R",169504,"R",267277,"R",-97773,"R",0,"R",126846,"R",126846,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-234323,"R",-218712,"R",-15611,"R",0,"R",0,"R",0,"R",95336,"R",95336,"R",0,"R",0,"R",6964,"R",6964,"R",0,"R",0,"R",210866,"R",51238,"R",159628,"R",0,"R",661759,"R",615515,"R",46244,"R",0,"R",0,"R",-35918,"R",35918,"R",0,"R",661759,"R",579597,"R",82162,"R",0,"R",198826,"R",179904,"R",0,"R",0,"R",0,"R",0,"R",48522,"R",0,"R",64969,"R",54000,"R",370902,"R",308262,"R",89955,"R",28460,"R",0,"R",0,"R",0,"R",205961,"R",67125,"R",0,"R",0,"R",979135,"R",637751,"R",0,"R",205961,"R",51392,"R",15843,"R",68188, 1,"R",111585,"R",1777619,"R",1666034,"R",1916310,"R",-200281,"R",-49995,"R",0,"R",350180,"R",615515,"R",396424,"R",2473883,"R",322556,"R",240481,"R",979135
102669,"R",89661298,"R",52742685,"R",0,"R",156786376,"R",10485155,"R",0,"R",121471551,"R",24829670,"R",15394934,"R",9434736,"R",146301221,"R",24784825,"R",31351377,"R",4096280,"R",228844,"R",0,"R",60461326,"R",7718641,"R",16776939,"R",19601799,"R",-565822,"R",-3390682,"R",149691903,"R",0,"R",146301221,"R",708334,"R",39500,"R",230250,"R",0,"R",429761,"R",2713234,"R",4121079,"R",2992995,"R",0,"R",2992995,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2992995,"R",2992995,"R",0,"R",5370326,"R",5370326,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",4991335,"R",4991335,"R",0,"R",0,"R",4722,"R",4722,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1335469,"R",-133060,"R",1468529,"R",0,"R",735276,"R",-733253,"R",1468529,"R",0,"R",600193,"R",600193,"R",0,"R",0,"R",714960,"R",520322,"R",194638,"Z",0,"R",2470197,"R",5090486,"R",-2620289,"Z",0,"Z",0,"Z",0,"R",1294086,"R",1294086,"Z",0,"Z",0,"R",94134,"Z",0,"R",94134,"Z",0,"R",501710,"R",2293054,"R",-1791344,"R",0,"R",16776939,"R",19431271,"R",-2654332,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",16776939,"R",19431271,"R",-2654332,"R",0,"R",6201088,"R",3746143,"R",2475017,"R",1371830,"R",613970,"R",314413,"R",406026,"R",159715,"R",3752897,"R",1492383,"R",4082289,"R",2028450,"R",2070512,"R",413738,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19601799,"R",9526672,"R",2310985,"R",1514565,"R",1321661,"R",0,"R",4927916, 1,"R",95533737,"R",89661298,"R",-5872439,"R",0,"R",-5872439,"R",0,"R",0,"R",-688071,"R",19431271,"R",-3390682,"R",149691903,"R",76471845,"R",0,"R",19601799
104586,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2733932,"R",4274170,"R",210153,"R",0,"R",625300,"R",42870000,"R",50713555,"R",42870000,"R",0,"R",42870000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",42870000,"R",42870000,"R",0,"R",93028000,"R",93028000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7367000,"R",7367000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5789000,"R",109000,"R",2382000,"R",3298000,"R",5748000,"R",68000,"R",2382000,"R",3298000,"R",41000,"R",41000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-8254000,"R",-5828000,"R",-2426000,"R",0,"R",129000,"R",129000,"R",11082000,"R",11082000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3482000,"R",3482000,"R",0,"R",0,"R",112623000,"R",109369000,"R",-44000,"R",3298000,"R",0,"R",803000,"R",-803000,"R",0,"R",112623000,"R",110172000,"R",-847000,"R",3298000,"R",44009000,"R",25315000,"R",2479000,"R",604000,"R",0,"R",0,"R",4266000,"R",2165000,"R",13915000,"R",5678000,"R",20798000,"R",8375000,"R",8733000,"R",975000,"R",4354000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",98554000,"R",43112000,"R",12740000,"R",4679000,"R",10261000,"R",2768000,"R",24994000, 1,"R",73862000,"R",69342000,"R",-4520000,"R",9757000,"R",-9251000,"R",-1007000,"R",-4019000,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104665,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",171239,"R",0,"R",0,"R",31583,"R",7222,"R",210044,"R",38805,"R",0,"R",38805,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38805,"R",38805,"R",0,"R",258523,"R",258523,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",760339,"R",760339,"R",0,"R",0,"R",353926,"R",353926,"R",0,"R",0,"R",406413,"R",406413,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-833,"R",-833,"R",0,"R",0,"R",0,"R",0,"R",11710,"R",11710,"R",20281,"R",20281,"R",20350,"R",20350,"R",0,"R",0,"R",58174,"R",58174,"R",0,"R",0,"R",1128544,"R",1128544,"R",0,"R",0,"R",0,"R",-30912,"R",30912,"R",0,"R",1128544,"R",1097632,"R",30912,"R",0,"R",354088,"R",229147,"R",0,"R",0,"R",9011,"R",0,"R",2245,"R",0,"R",102548,"R",48916,"R",596455,"R",391260,"R",42805,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1107152,"R",669323,"R",21017,"R",1767,"R",21468,"Z",0,"R",393577, 1,"R",290521,"R",236751,"R",-53770,"R",20631,"R",-833,"R",-40710,"R",-32858,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105589,"R",3371700,"R",20539888,"Z",0,"R",31324779,"R",11147715,"R",7727181,"R",17179336,"R",2997728,"R",1586862,"R",1410866,"R",20177064,"R",5381955,"R",20970984,"R",3810373,"R",104307,"R",120879,"R",30388498,"R",9848610,"R",20763473,"R",18652916,"R",0,"R",2110557,"R",18066500,"R",7,"R",20177064,"R",898030,"R",202077,"Z",0,"Z",0,"R",74389,"R",5642716,"R",6817212,"R",5717105,"R",0,"R",5717105,"R",898030,"R",898030,"R",0,"R",202077,"R",202077,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",74389,"R",74389,"R",0,"R",4542609,"R",4542609,"R",0,"R",13124337,"R",13124337,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2563431,"R",2563431,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",873623,"R",380863,"R",461207,"R",31553,"R",633010,"R",330863,"R",270594,"R",31553,"R",240613,"R",50000,"R",190613,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-301150,"R",-97593,"Z",0,"R",-203557,"Z",0,"Z",0,"R",949471,"R",949471,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3553761,"R",414799,"R",3138962,"R",0,"R",20763473,"R",17335308,"R",3600169,"R",-172004,"R",0,"R",-540478,"R",540478,"Z",0,"R",20763473,"R",16794830,"R",4140647,"R",-172004,"R",5906302,"R",4073943,"R",0,"R",0,"R",2977611,"R",1250960,"R",1933495,"R",897184,"R",3690489,"R",2024467,"R",3027023,"R",1630175,"R",1117996,"R",209437,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18652916,"R",10086166,"R",1788507,"R",1042265,"R",721847,"R",263911,"R",4750220, 1,"R",2417535,"R",2158441,"R",-259094,"R",31553,"R",-203557,"R",-87090,"R",0,"R",2637854,"R",18966063,"R",2110557,"R",18066500,"R",6503144,"R",7727181,"R",18652916
