UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2C12,F2C12,XF2C121,F2C121,XF2C122,F2C122,XF2C13,F2C13,XF2C131,F2C131,XF2C132,F2C132,XF2C14,F2C14,XF2C141,F2C141,XF2C142,F2C142,XF2C15,F2C15,XF2C151,F2C151,XF2C152,F2C152,XF2C16,F2C16,XF2C161,F2C161,XF2C162,F2C162,XF2C17,F2C17,XF2C171,F2C171,XF2C172,F2C172,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02,XF2H03,F2H03,XF2H03A,F2H03A,XF2H03B,F2H03B,XF2H03C,F2H03C,XF2H03D,F2H03D,XF2I01,F2I01,XF2I02,F2I02,XF2I03,F2I03,XF2I04,F2I04,XF2I05,F2I05,XF2I06,F2I06,XF2I07,F2I07   
247162,"R",4984165,"R",4873,"Z",0,"R",5019480,"R",29094,"Z",0,"R",4990386,"R",0,"Z",0,"R",0,"R",4990386,"R",0,"R",0,"R",40148,"Z",0,"Z",0,"R",40148,"R",35275,"R",1320869,"R",1243802,"R",0,"R",77067,"R",5777913,"R",-864594,"R",4990386,"R",0,"R",264292,"Z",0,"Z",0,"R",0,"Z",0,"R",264292,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",536928,"R",536928,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",264292,"R",264292,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",150162,"R",150162,"R",0,"R",0,"R",21066,"R",21066,"R",0,"R",0,"R",129096,"R",129096,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",369365,"R",369365,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",122,"R",122,"R",0,"R",0,"R",1320869,"R",1320869,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",1320869,"R",1320869,"R",0,"R",0,"R",294081,"R",200556,"Z",0,"Z",0,"Z",0,"Z",0,"R",93659,"R",62943,"R",99241,"R",63962,"R",488932,"R",257015,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",267889,"R",3,"R",1243802,"R",584479,"R",36247,"R",160670,"Z",0,"Z",0,"R",462406, 2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1257262,"R",1320747,"R",77067,"R",5777913,"R",0,"R",0,"R",1243802
247649,"R",26648838,"R",41554570,"R",0,"R",74518608,"R",22682054,"R",18946266,"R",45502914,"R",6333640,"R",4136117,"R",2197523,"R",51836554,"R",546516,"R",61198587,"R",10653310,"R",506013,"R",2947742,"R",75852168,"R",34297598,"R",27070793,"R",30067149,"R",8779,"R",-2987577,"R",54897374,"R",-73243,"R",51836554,"R",416095,"R",68107,"R",0,"R",0,"R",116200,"R",8537452,"R",9137854,"R",8653652,"R",0,"R",8653652,"R",416095,"R",416095,"R",0,"R",68107,"R",68107,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",116200,"R",116200,"Z",0,"R",8053250,"R",8053250,"R",0,"R",18560973,"R",18560973,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",328899,"R",0,"R",328899,"R",0,"R",25300,"R",0,"R",25300,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",3387480,"R",1006227,"R",2381253,"R",0,"R",3387480,"R",1006227,"R",2381253,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-2580984,"R",-2668933,"R",87949,"Z",0,"R",339961,"R",339961,"R",7009164,"R",7009164,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27070793,"R",24247392,"R",2823401,"Z",0,"R",0,"R",-5001614,"R",5001614,"R",0,"R",27070793,"R",19245778,"R",7825015,"R",0,"R",6769511,"R",4293633,"Z",0,"Z",0,"Z",0,"Z",0,"R",3334963,"R",2333485,"R",3975529,"R",2549324,"R",10320003,"R",3351721,"R",5667143,"R",810144,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",30067149,"R",13338307,"R",4376486,"R",1935247,"R",1880399,"R",355125,"R",8181585, 1,"R",26293465,"R",24424859,"R",-1868606,"R",1778120,"R",-3762926,"R",-116200,"R",232400,"R",-809364,"R",29472795,"R",-2987577,"R",54897374,"R",23484690,"R",18946266,"R",30067149
247773,"Z",0,"R",2155243,"Z",0,"R",4373619,"R",249576,"Z",0,"R",4075613,"R",48430,"Z",0,"R",48430,"R",4124043,"R",594000,"R",4833724,"R",510703,"Z",0,"Z",0,"R",5938427,"R",3783184,"R",3466328,"R",3067189,"R",0,"R",399139,"R",4186349,"R",-461445,"R",4124043,"R",150264,"R",169962,"R",0,"R",0,"R",0,"R",1356479,"R",1676705,"R",959598,"R",0,"R",959598,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",959598,"R",959598,"R",0,"R",859689,"R",859689,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",154962,"R",154962,"R",0,"R",0,"R",63328,"R",63328,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2435466,"R",2435466,"R",0,"R",0,"R",2435466,"R",2435466,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-48054,"R",-48054,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",937,"R",937,"R",0,"R",0,"R",3466328,"R",3466328,"Z",0,"Z",0,"R",0,"R",2480,"R",-2480,"Z",0,"R",3466328,"R",3468808,"R",-2480,"R",0,"R",1541048,"R",1043847,"Z",0,"Z",0,"R",1893,"Z",0,"R",67882,"R",23479,"R",414338,"R",127326,"R",356358,"R",151614,"Z",0,"Z",0,"R",468711,"Z",0,"Z",0,"Z",0,"Z",0,"R",216959,"R",0,"R",3067189,"R",1346266,"R",15212,"R",340619,"R",19181,"Z",0,"R",1345911, 2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",399139,"R",3473784,"R",399139,"R",4186349,"R",1968800,"R",0,"R",3067189
262466,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",38962,"R",2481,"R",0,"R",0,"R",0,"R",0,"R",41443,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1131243,"R",1131243,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",113291,"R",113291,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7713,"R",7313,"R",400,"R",0,"R",7713,"R",7313,"R",400,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",27236,"R",27236,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",740075,"R",626784,"R",113291,"R",0,"R",2019558,"R",1905867,"R",113691,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",2019558,"R",1905867,"R",113691,"R",0,"R",949131,"R",404696,"Z",0,"Z",0,"Z",0,"Z",0,"R",273613,"R",227744,"R",305932,"R",0,"R",263955,"R",103541,"A",,"A",,"R",23600,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",1816231,"R",735981,"R",24251,"R",225154,"R",43008,"R",448,"R",787389,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
362700,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1432897,"R",15664,"R",1300,"R",0,"R",0,"R",34259,"R",1484120,"R",34259,"R",0,"R",34259,"R",1125,"R",1125,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33134,"R",33134,"R",0,"R",2418020,"R",2418020,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",165652,"R",165652,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",2583672,"R",2583672,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2583672,"R",2583672,"R",0,"R",0,"R",686285,"R",446137,"R",0,"R",0,"R",0,"R",0,"R",137842,"R",98506,"R",352052,"R",191277,"R",1073664,"R",449077,"A",,"A",,"R",0,"A",,"A",,"A",,"A",,"R",1,"R",0,"R",2249844,"R",1184997,"R",122214,"R",189403,"R",86400,"R",0,"R",666830,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
363712,"R",0,"R",4412595,"Z",0,"R",6017607,"R",4343341,"R",3741380,"R",1674266,"R",0,"R",0,"R",0,"R",1674266,"R",0,"R",4186895,"R",430000,"Z",0,"Z",0,"R",4616895,"R",204300,"R",1948285,"R",1307993,"R",-639652,"R",640,"R",2033974,"R",-360348,"R",1674266,"R",215415,"R",374345,"R",0,"R",0,"R",0,"R",46200,"R",635960,"R",198000,"R",204520,"R",402520,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",402520,"R",198000,"R",204520,"R",367677,"R",367677,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",374345,"R",374345,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1154925,"R",1154925,"R",0,"R",0,"R",154925,"R",154925,"R",0,"R",0,"R",1000000,"R",1000000,"R",0,"R",0,"R",46200,"R",46200,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5138,"R",5138,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",1948285,"R",1948285,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",1948285,"R",1948285,"R",0,"R",0,"R",821829,"R",821829,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",79496,"R",0,"R",25355,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",381313,"R",0,"R",1307993,"R",821829,"Z",0,"R",141093,"R",110473,"R",92336,"R",142262, 2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",640292,"R",1948285,"R",640,"R",2033974,"R",1307993,"R",0,"R",1307993
363907,"R",0,"R",4262291,"R",0,"R",5264789,"R",2619410,"R",2494384,"R",2631481,"R",13898,"R",13898,"R",0,"R",2645379,"R",1054027,"R",3923695,"R",1497496,"R",45483,"R",635089,"R",7155790,"R",2893499,"R",1728581,"R",1826466,"R",795152,"R",697267,"R",1947752,"R",360,"R",2645379,"R",1000767,"R",73677,"R",4947,"R",0,"R",0,"R",77628,"R",1157019,"R",8500,"R",0,"R",8500,"R",0,"R",0,"R",0,"R",7200,"R",7200,"R",0,"R",1300,"R",1300,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1083511,"R",1083511,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",544055,"R",544055,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",101015,"R",101015,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",1728581,"R",1728581,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",1728581,"R",1728581,"R",0,"R",0,"R",706505,"R",546113,"R",0,"R",0,"R",0,"R",0,"R",135052,"R",85878,"R",244210,"R",45234,"R",740699,"R",151637,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1826466,"R",828862,"R",93773,"R",111593,"R",150844,"R",130548,"R",510846, 1,"R",4135,"R",4132,"R",-3,"R",0,"R",0,"R",0,"R",-3,"R",697627,"R",1728581,"R",697267,"R",1947752,"R",1717665,"R",2301540,"R",1826466
363916,"R",0,"R",2224495,"R",0,"R",2747700,"R",1367073,"R",1301822,"R",1373374,"R",7253,"R",7253,"R",0,"R",1380627,"R",550098,"R",2047781,"R",781545,"R",23738,"R",331454,"R",3734616,"R",1510121,"R",902148,"R",953332,"R",415278,"R",364094,"R",1016533,"R",0,"R",1380627,"R",441351,"R",26247,"R",3760,"R",0,"R",0,"R",2800,"R",474158,"R",4400,"R",0,"R",4400,"R",0,"R",0,"R",0,"R",3924,"R",3924,"R",0,"R",476,"R",476,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",565485,"R",565485,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",296713,"R",296713,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8832,"R",8832,"Z",0,"Z",0,"R",31118,"R",31118,"R",0,"R",0,"R",902148,"R",902148,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",902148,"R",902148,"R",0,"R",0,"R",368726,"R",306331,"R",0,"R",0,"R",0,"R",0,"R",70484,"R",33654,"R",127548,"R",23963,"R",386574,"R",71548,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",953332,"R",435496,"R",48940,"R",58241,"R",78726,"R",57915,"R",274014, 1,"R",2158,"R",2156,"R",-2,"R",0,"R",0,"R",0,"R",-2,"R",364094,"R",902148,"R",364094,"R",1016533,"R",896451,"R",1201177,"R",953332
365505,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",70255,"R",30542,"R",16207,"R",0,"R",0,"R",0,"R",117004,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",260090,"R",260090,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",134979,"R",134979,"R",0,"R",0,"R",557630,"R",557630,"R",0,"R",0,"R",342484,"R",342484,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",63736,"R",63736,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30,"R",30,"R",0,"R",0,"R",1358949,"R",1358949,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",1358949,"R",1358949,"R",0,"R",0,"R",1378472,"R",1088940,"R",0,"R",0,"R",0,"R",0,"R",100932,"R",80650,"R",157458,"R",122517,"R",286209,"R",236337,"A",,"A",,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",1923071,"R",1528444,"R",384427,"R",0,"R",0,"R",0,"R",10200,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
366003,"R",25778,"R",8301632,"R",0,"R",13744725,"R",5955080,"R",5547115,"R",7789645,"R",0,"R",0,"R",0,"R",7789645,"R",1642500,"R",6486082,"R",1238531,"R",0,"R",0,"R",9367113,"R",1065481,"R",3235569,"R",4129629,"R",0,"R",-894060,"R",8683705,"R",0,"R",7789645,"R",295456,"R",0,"R",4707,"R",0,"R",0,"R",0,"R",300163,"R",4707,"R",0,"R",4707,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4707,"R",4707,"R",0,"R",2843212,"R",2843212,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",215687,"R",215687,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",143318,"R",143318,"R",0,"R",0,"R",143318,"R",143318,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",7494,"R",7494,"R",0,"R",0,"R",0,"R",0,"R",22117,"R",22117,"R",0,"R",0,"R",3741,"R",3741,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3235569,"R",3235569,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3235569,"R",3235569,"R",0,"R",0,"R",1200859,"R",994486,"R",0,"R",0,"R",0,"R",0,"R",956355,"R",821584,"R",560153,"R",279199,"R",376726,"R",279609,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1035536,"R",0,"R",4129629,"R",2374878,"R",0,"R",288720,"R",283573,"R",303853,"R",878605, 2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",-894060,"R",3235569,"R",-894060,"R",8683705,"R",7789645,"R",5547115,"R",4129629
366252,"R",22803331,"R",161289366,"R",0,"R",251495250,"R",133303947,"R",102768624,"R",113471351,"R",4719952,"R",4522907,"R",197045,"R",118191303,"R",34761713,"R",286082236,"R",57862476,"R",2800398,"R",0,"R",381506823,"R",220217457,"R",149809283,"R",155087029,"R",2167760,"R",-3109986,"R",126902012,"R",-5600723,"R",118191303,"R",6701156,"R",7949687,"R",4984338,"R",0,"R",0,"R",0,"R",19635181,"R",3738087,"R",0,"R",3738087,"R",0,"R",0,"R",0,"R",586355,"R",586355,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3151732,"R",3151732,"R",0,"R",75591338,"R",75591338,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",26736000,"R",26736000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14395061,"R",14395061,"R",0,"R",0,"R",9856893,"R",9856893,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",3535241,"R",2978250,"R",35172,"R",521819,"R",3304178,"R",2747187,"R",35172,"R",521819,"R",231063,"R",231063,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-2572315,"R",-1822611,"R",-760021,"R",10317,"Z",0,"Z",0,"R",18919733,"R",18919733,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3347332,"R",3347332,"R",0,"R",0,"R",149809283,"R",150001996,"R",-724849,"R",532136,"R",0,"R",212081,"R",-212081,"Z",0,"R",149809283,"R",150214077,"R",-936930,"R",532136,"R",68058159,"R",30417986,"R",0,"R",0,"R",0,"R",0,"R",15967463,"R",8472793,"R",18901367,"R",5507160,"R",31349859,"R",8614432,"R",18183522,"R",3933306,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2626659,"R",642597,"R",155087029,"R",57588274,"R",32374999,"R",10859310,"R",12544988,"R",2545488,"R",39173970, 1,"R",29039398,"R",26134155,"R",-2905243,"R",2038132,"R",-4387009,"R",-757707,"R",201341,"R",-2705192,"R",152357055,"R",-3109986,"R",126902012,"R",64201241,"R",102768624,"R",155087029
366261,"R",7123923,"R",226002,"R",0,"R",8054395,"R",461217,"R",0,"R",7563332,"R",29846,"R",0,"R",29846,"R",7593178,"R",538778,"R",0,"R",246778,"R",0,"R",103636,"R",889192,"R",663190,"R",3378757,"R",2011550,"R",0,"R",1367207,"R",6225971,"R",0,"R",7593178,"R",495395,"R",0,"R",0,"R",0,"R",0,"R",0,"R",495395,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2770301,"R",2770301,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",236343,"R",236343,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",326266,"R",326266,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",45847,"R",45847,"R",0,"R",0,"R",3378757,"R",3378757,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",3378757,"R",3378757,"R",0,"R",0,"R",966543,"R",867343,"R",0,"R",0,"R",0,"R",0,"R",566697,"R",0,"R",11089,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",467221,"R",0,"R",2011550,"R",867343,"R",33727,"R",272200,"R",69110,"R",0,"R",769170, 2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1367207,"R",3377007,"R",1367207,"R",6225971,"R",930472,"R",0,"R",2011550
